"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"340","Chris","Nosko","joins","@Uber","researchers","to","demonstrate","the","importance","of","price","surges","https://t.co/TPhlDHenRZ","via","@FDRLST",NA,NA,NA,NA,NA
"341","“Booth","taught","me...","we","have","to","live","with","a","duality","of","humility","and","irreverence.","Dhiraj","Rajaram,","’03","https://t.co/jez1wc8BGM",NA,NA
"342","Banks","should","examine","how","interest","rates","affect","rich","and","poor","consumer","behavior","says","@profsufi","via","@business","https://t.co/X4T62qTeXm",NA,NA,NA
"343","How","is","it","that","people","can","believe","something","that","they","know","is","not","true?","Jane","Risen","and","@davenuss79","on","#superstition"
"344","Professor","@R_Thaler","shows","you","how","architecture","on","campus","encourages","interaction","among","students","and","professors.
https://t.co/TWCfS01Dwz",NA,NA,NA,NA,NA,NA
"345",".","@satyanadella,","'97","talks","about","empathy","and","hard-won","hard","skills","with","dean","Sunil","Kumar.","https://t.co/vyPoM3cqWN",NA,NA,NA,NA,NA
"346","#ChicagoBooth","salutes","all","#veterans","including","its","","900+","alumni","who","have","served","our","country","https://t.co/J2PkhqbJSa","https://t.co/UTggmkAlLz",NA,NA,NA,NA
"347",".@ChapinCoffee","takes","on","social","impact","by","connecting","consumers","with","the","local","issues,","art,","and","culture","of","Guatemala","https://t.co/rTGzOh20h3",NA,NA
"348","Professor","Luigi","Zingales","explores","integrity","of","research","when","certain","incentives","are","involved.","https://t.co/vzGtnCuyVu","","via","@nytimes",NA,NA,NA,NA
"349",".@zipfitdenim's","Liz","Tilatti,","'13,","shares","advice","on","#DIY","fraud","protection","for","entrepreneurs","https://t.co/8sXk47Aalk","","","","via","@Forbes",NA,NA
"350","Natalie","Wilson","announced","as","Lauren","and","Keith","Breslauer,","'88,","Social","Impact","Scholarship","recipient","via","@BoothSEI","https://t.co/dx5Kfa2IqH",NA,NA,NA,NA
"351",".@GetBase,","co-founded","by","Uzi","Shmilovici,","'11,","receives","another","$30M","to","take","on","#Salesforce","https://t.co/ZaL2pRB6LK","","","","via","@FortuneMagazine",NA
"352",".","@R_Thaler","on","the","power","of","good","and","bad","nudges","https://t.co/Xxi9sOrDim","","via","@UpshotNYT",NA,NA,NA,NA,NA,NA
"353","Is","the","term","unlimited","vacation","actually","code","for","no","vacation?","@asymmetricinfo,","'01,","weighs","in.","https://t.co/pUbQOsEGNN","","","via","@BV",NA
"354","Kunal","Kapoor,","'04,","on","being","named","president","of","@MorningstarInc","https://t.co/d30N3kAK9x","","","via","@CrainsChicago",NA,NA,NA,NA,NA,NA
"355","Can","you","tell","when","someone","is","lying","to","you?","https://t.co/rgwNHQjv09","via","@BoothCapIdeas",NA,NA,NA,NA,NA,NA,NA,NA
"356","Professor","Sanjay","K.","Dhar","provides","students","with","a","tool","kit","for","dissecting","business","problems","https://t.co/aEAHdmuY2u","https://t.co/CvunClm6KA",NA,NA,NA,NA
"357","Nimesh","Patel,","'03,","on","overcoming","technology","challenges","and","the","Chicago","startup","community.","https://t.co/17sCiZ7UGg","","via","@BuiltInChicago",NA,NA,NA,NA
"358","How","the","#ChicagoNVC","has","helped","turn","student","start-ups","into","thriving","companies","https://t.co/OXdVT6ng9s",NA,NA,NA,NA,NA,NA,NA,NA
"359","#ChicagoBooth","researchers","discuss","what","corporate","culture","is","and","whether","leaders","can","change","it","#BoothBigQ","https://t.co/zgTRWbzjtt",NA,NA,NA,NA,NA
"360","First","place","#SNVC","team,","BallotReady,","among","@Inc's","7","startups","that","could","bring","election","day","into","the","21st","century","https://t.co/De3zVnECjt",NA
"361",".@ChapinCoffee","takes","on","social","impact","by","connecting","consumers","with","the","local","issues,","art,","and","culture","of","Guatemala","https://t.co/rTGzOh20h3",NA,NA
"362","How","did","@TheBoothExp","blogger","Emily","make","her","way","to","Booth?","Read","her","latest","blog»","","https://t.co/j3qPle93NL",NA,NA,NA,NA
"363","How","is","it","that","people","can","believe","something","that","they","know","is","not","true?","Jane","Risen","and","@davenuss79","on","#superstition"
"364","Jim","Cahn,","'09,","gives","advice","on","choosing","the","portfolio","you","need","versus","being","sold","the","portfolio","you","want","https://t.co/InvbyMd1RC","via"
"365","Liz","Tilatti,","'13,","on","why","entrepreneur","Barbie","missed","the","mark","https://t.co/0RoVt0LEkb","via","@Forbes",NA,NA,NA,NA,NA,NA,NA
"366",".@BloomNation's","David","Daneshgar,","'12,","shares","the","results","of","its","foray","into","Bitcoin","acceptance.","https://t.co/LjTeTZ9cM5","","","via","@alleywatch",NA,NA
"367",".@R_Thaler","on","the","power","of","good","and","bad","nudges","https://t.co/Xxi9sOrDim","via","@UpshotNYT",NA,NA,NA,NA,NA,NA,NA,NA
"368","Abigail","Sussman","weighs","in","on","when","to","cut","yourself","some","slack","on","saving","https://t.co/rMblHgdGJl","","","via","@Money",NA,NA
"369","Study","by","Professor","Nicholas","Epley","explores","why","you","don’t","understand","people","as","well","as","you","think","https://t.co/ocsgoEZHot","via","@ihubradio",NA
"370","A","#ChicagoBooth","team","wins","the","Ross","School","of","Business","stock","pitch","competition","for","the","second","year","in","a","row","https://t.co/XkBCioAofn"
"371","Professor","Linda","Ginzel's","definition","of","leadership.","https://t.co/71gFYtfnLe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",".@GetBase,","co-founded","by","Uzi","Shmilovici,","'11,","receives","another","$30M","to","take","on","#Salesforce","https://t.co/ZaL2pRB6LK","","","","via","@FortuneMagazine",NA
"373","How","the","#ChicagoNVC","has","helped","turn","student","start-ups","into","thriving","companies","https://t.co/OXdVT6ng9s",NA,NA,NA,NA,NA,NA,NA,NA
"374","Liz","Tilatti,","’13,","explains","why","mechanics","and","gas","station","owners","are","the","greatest","American","entrepreneurs","https://t.co/SueI32p6Ri","","via","@Forbes",NA
"375","A","look","at","how","Ryan","Wagner,","’12,","is","making","gains","for","entrepreneurs","in","developing","economies","https://t.co/oFy9X6qHyE",NA,NA,NA,NA
"376","From","fraud","to","predictable","results:","@asymmetricinfo,","’01,","explores","social","priming","and","why","we","fall","for","bogus","research","https://t.co/hGOyrZoTee",NA,NA
"377","Professor","@R_Thaler","on","why","#financial","professionals","need","to","be","familiar","with","#psychology","via","@MONEY","https://t.co/n8tSJ7UqOE",NA,NA,NA,NA,NA
"378",".@BoothCapIdeas","takes","a","look","at","what","economists","think","about","the","Affordable","Care","Act","https://t.co/uZJ5tnp0zB",NA,NA,NA,NA,NA,NA
"379","Sergio","Chalbaud,","‘05,","explains","advantages","of","smartphone","apps","on","your","savings","and","money","management","https://t.co/U9TyLnFPo9","","via","@bizjournals",NA,NA
"380","Professor","Ray","Ball","honored","by","distinguished","#accounting","organization","for","influential","work","https://t.co/QDwXbR9DaP","https://t.co/TqnL0Tnwrx",NA,NA,NA,NA,NA,NA,NA
"381","Banks","should","examine","how","interest","rates","affect","rich","and","poor","consumer","behavior","says","@profsufi","via","@business","https://t.co/X4T62qTeXm",NA,NA,NA
"382","Alumni","explore","challenges","and","econ","potential","of","Medellín","after","being","haven","for","drug","cartels","https://t.co/klewrdtboU","https://t.co/Td0Scliekv",NA,NA,NA,NA
"383","Nimesh","Patel,","'03,","on","overcoming","technology","challenges","and","the","Chicago","startup","community.","https://t.co/17sCiZ7UGg","via","@BuiltInChicago",NA,NA,NA,NA,NA
"384","Where","is","the","optimal","place","to","park","a","food","truck?","#ChicagoBooth","Magazine","asks","the","experts","to","crunch","the","numbers.","https://t.co/FAZIBTcuhk"
"385",".@zipfitdenim","CEO,","Liz","Tilatti,","'13,","on","why","entrepreneur","Barbie","missed","the","mark","https://t.co/0RoVt0LEkb","via","@Forbes",NA,NA,NA,NA,NA
"386","Susan","Popa,","AB,","'02,","on","learning","from","experience","during","#BoothWomenConnect","https://t.co/8odgg1SGWn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Jim","Cahn,","'09,","gives","advice","on","choosing","the","portfolio","you","need","versus","being","sold","the","portfolio","you","want","https://t.co/InvbyMd1RC","via"
"388",".","@R_Thaler","on","the","power","of","good","and","bad","nudges","https://t.co/Xxi9sOrDim","","via","@UpshotNYT",NA,NA,NA,NA,NA,NA
"389","Is","the","term","unlimited","vacation","actually","code","for","no","vacation?","@asymmetricinfo,","'01,","weighs","in.","https://t.co/pUbQOsEGNN","via","@BV",NA,NA,NA
"390","How","America","lost","track","of","Ben","Franklin’s","definition","of","success","https://t.co/9YrlALroFa","via","@TheAtlantic",NA,NA,NA,NA,NA,NA,NA
"391","A","look","at","how","@ChapinCoffee","connects","consumers","with","the","local","issues,","art,","and","culture","of","Guatemala","https://t.co/bzxpv9itXv","via","@boothSEI",NA
"392","Anatomy","of","a","scandal","–","How","the","Volkswagen","episode","unfolded","on","#Twitter","https://t.co/B0aAObpLFb","","#BoothMKTG",NA,NA,NA,NA,NA
"393","Dean","Sunil","Kumar's","advice","to","future","leaders.","","https://t.co/GHktl0TJf3","https://t.co/OzhMMHdiRQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","How","the","#ChicagoNVC","has","helped","turn","student","start-ups","into","thriving","companies","https://t.co/OXdVT6ng9s",NA,NA,NA,NA,NA,NA,NA,NA
"395","“Booth","taught","me...","we","have","to","live","with","a","duality","of","humility","and","irreverence.","Dhiraj","Rajaram,","’03","https://t.co/jez1wc8BGM",NA,NA
"396","Chris","Nosko","joins","@Uber","researchers","to","demonstrate","the","importance","of","price","surges","https://t.co/TPhlDHenRZ","","via","@FDRLST",NA,NA,NA,NA
